name,start_date,year,counties,acres,last_updated,date_started,date_contained,cause,destroyed,fatalities,lat,lon
Henthorne Fire,2019-09-05,2019,Trinity,244.0,09/26/19 2:46 PM,09/05/19 9:25 AM,09/18/19 12:17PM,Under Investigation,0,0,40.062304,-123.222196
Red Bank Fire,2019-09-05,2019,Tehama,8838.0,09/13/19 7:59 PM,09/05/19 1:19 PM,09/13/19 7:00PM,Lightning,2,0,40.12,-122.64
Flood Fire,2019-09-05,2019,San Joaquin,44.0,09/08/19 7:56 PM,09/05/19 2:33 PM,09/05/19 7:56PM,Under Investigation,0,0,38.017138,-120.945044
South Fire,2019-09-05,2019,Tehama,5332.0,01/10/20 4:13 PM,09/05/19 7:59 PM,12/02/19 4:12PM,Lightning,0,0,40.109,-122.789
Springs Fire,2019-09-06,2019,Mono,4840.0,10/24/19 11:18 AM,09/06/19 11:24 AM,,Lightning,0,0,37.826,-118.872
Lone Fire,2019-09-06,2019,Modoc,5737.0,09/26/19 2:46 PM,09/06/19 11:34 AM,09/13/19 7:19AM,Lightning,0,0,41.748,-121.056
Cow Fire,2019-09-06,2019,Inyo,1975.0,01/10/20 4:08 PM,09/06/19 12:23 PM,11/21/19 4:08PM,Lightning,0,0,36.284,-118.228
Broder Fire,2019-09-06,2019,Tulare,381.0,09/26/19 2:46 PM,09/06/19 12:39 PM,,Lightning,0,0,36.151,-118.185
Taboose Fire,2019-09-06,2019,Inyo,10296.0,01/10/20 4:10 PM,09/06/19 12:43 PM,11/21/19 4:09PM,Under Investigation,0,0,37.034,-118.345
R-6 Fire,2019-09-06,2019,Lassen,260.0,09/26/19 2:46 PM,09/06/19 1:20 PM,09/11/19 6:30PM,Lightning,0,0,44.734,-120.606
Forbestown Fire,2019-09-06,2019,Butte,58.0,09/13/19 9:42 AM,09/06/19 3:18 PM,09/12/19 6:49PM,Under Investigation,0,0,39.470333,-121.412333
Lime Fire,2019-09-07,2019,Siskiyou,1872.0,10/24/19 11:20 AM,09/07/19 8:36 AM,,Lightning,0,0,41.862237,-122.662258
Kidder 2 Fire,2019-09-07,2019,Siskiyou,227.0,10/24/19 11:14 AM,09/07/19 8:47 AM,09/26/19 8:00AM,Lightning,0,0,41.4929742,-123.2129356
Rams Horn Fire,2019-09-07,2019,Trinity,280.0,09/26/19 2:45 PM,09/07/19 8:49 AM,09/12/19 10:08AM,Lightning,0,0,41.150392,-122.634108
Oak Fire,2019-09-07,2019,Lake,53.0,09/08/19 7:45 AM,09/07/19 2:00 PM,09/08/19 7:00AM,Under Investigation,0,0,38.955024,-122.833831
Swedes Fire,2019-09-07,2019,Butte,496.0,09/13/19 7:59 PM,09/07/19 3:06 PM,09/13/19 7:00PM,Under Investigation,2,0,39.45296,-121.412619
Duzel Fire,2019-09-07,2019,Siskiyou,15.0,09/11/19 2:26 PM,09/07/19 6:19 PM,09/10/19 7:27PM,Under Investigation,0,0,41.512917,-122.740333
Sycamore Fire,2019-09-07,2019,Riverside,250.0,09/26/19 2:45 PM,09/07/19 8:31 PM,09/08/19 6:00PM,Under Investigation,0,0,33.9369,-117.3063
McMurray Fire,2019-09-09,2019,Santa Barbara,200.0,09/14/19 8:47 AM,09/09/19 5:42 PM,09/14/19 8:00AM,Under Investigation,0,0,34.630919,-120.187368
Bailey Fire,2019-09-10,2019,Riverside,10.0,09/10/19 10:46 AM,09/10/19 10:43 AM,09/10/19 10:45AM,Under Investigation,0,0,33.496633,-116.631106
Stuhr Fire,2019-09-11,2019,Stanislaus,190.0,09/11/19 7:05 PM,09/11/19 11:25 AM,,Under Investigation,0,0,37.32585,-121.110146
Redwood Fire,2019-09-12,2019,Riverside,34.0,09/12/19 8:31 PM,09/12/19 8:30 PM,,Under Investigation,0,0,33.854597,-117.270144
Bridge Fire,2019-09-13,2019,Stanislaus,11.0,09/13/19 9:47 PM,09/13/19 8:00 PM,09/13/19 9:43PM,Under Investigation,0,0,37.492002,-120.401028
Horseshoe Fire,2019-09-14,2019,Riverside,520.0,09/17/19 8:05 PM,09/14/19 5:53 PM,,Under Investigation,0,0,33.4853,-117.043723
Bar Fire,2019-09-15,2019,Siskiyou,91.0,10/02/19 4:04 PM,09/15/19 3:52 PM,,Under Investigation,0,0,41.749667,-123.000833
Bautista Fire,2019-09-15,2019,Riverside,167.0,10/24/19 11:05 AM,09/15/19 8:13 PM,09/22/19 6:00PM,Under Investigation,0,0,33.635,-116.801111
Baseline Fire,2019-09-20,2019,Placer,604.0,09/24/19 1:24 PM,09/20/19 3:02 PM,,Under Investigation,0,0,38.751648,-121.432636
Reservoir Fire,2019-09-21,2019,Santa Clara,128.0,09/24/19 6:28 PM,09/21/19 11:49 AM,09/24/19 6:00PM,Under Investigation,0,0,37.467744,-121.842751
Lopez Fire,2019-09-21,2019,San Luis Obispo,220.0,10/24/19 11:23 AM,09/21/19 2:26 PM,09/27/19 6:00PM,Campfire,0,0,35.214364,-120.455883
Kennedy Fire,2019-09-21,2019,Riverside,98.0,09/22/19 6:36 PM,09/21/19 5:22 PM,09/22/19 5:00PM,Under Investigation,0,0,33.900994,-117.170588
Lynette Fire,2019-09-22,2019,Calaveras,67.0,09/22/19 6:37 PM,09/22/19 6:25 PM,,Firearms,0,0,38.20177,-120.827386
Tulloch Fire,2019-09-23,2019,Tuolumne,83.0,09/25/19 6:56 AM,09/23/19 3:55 PM,09/24/19 10:21AM,Under Investigation,0,0,37.838333,-120.625556
Cow Fire,2019-09-24,2019,Shasta,16.0,09/24/19 2:52 PM,09/24/19 8:40 AM,09/24/19 2:52PM,Under Investigation,0,0,40.612556,-122.039167
Dehesa Fire,2019-09-24,2019,San Diego,200.0,10/02/19 4:03 PM,09/24/19 3:00 PM,,Under Investigation,0,0,32.787656,-116.806941
Electra Fire,2019-09-25,2019,Amador,10.0,09/25/19 5:41 PM,09/25/19 1:13 PM,09/25/19 5:00PM,Under Investigation,0,0,38.332083,-120.67131
Willow Fire,2019-09-25,2019,San Diego,52.0,09/25/19 8:04 PM,09/25/19 2:17 PM,09/25/19 8:00PM,Under Investigation,0,0,32.87833333,-116.88
Mare Fire,2019-09-26,2019,Solano,30.0,10/03/19 10:02 AM,09/26/19 3:29 PM,,Under Investigation,0,0,38.07944444,-122.25611111
Hwy Fire,2019-09-28,2019,Butte,300.0,10/02/19 4:03 PM,09/28/19 5:48 PM,09/28/19 6:40PM,Under Investigation,0,0,39.622137,-121.693472
Chaparral Fire,2019-09-29,2019,El Dorado,22.0,09/30/19 9:21 AM,09/29/19 9:44 PM,09/29/19 9:35PM,Firearms,0,0,38.538467,-120.965105
Warren Fire,2019-09-30,2019,Riverside,19.0,09/30/19 9:09 AM,09/30/19 7:07 AM,09/30/19 9:05AM,Under Investigation,0,0,33.703546,-117.033598
Frame Fire,2019-09-30,2019,Fresno,25.0,10/02/19 4:03 PM,09/30/19 5:39 PM,,,0,0,36.154184,-120.634179
Ranch Fire,2019-10-01,2019,San Luis Obispo,52.0,10/24/19 2:14 PM,10/01/19 10:35 PM,,Under Investigation,0,0,35.189783,-120.1755
Del Fire,2019-10-03,2019,Stanislaus,18.0,10/04/19 10:39 AM,10/03/19 1:36 PM,10/04/19 10:39AM,Under Investigation,0,0,37.429506,-121.336465
Elk Fire,2019-10-04,2019,Glenn,63.0,12/06/19 11:10 AM,10/04/19 12:03 PM,10/03/19 12:03PM,,0,0,41.70611111,-123.4375
Wilson Fire,2019-10-04,2019,Mendocino,10.0,10/04/19 6:39 PM,10/04/19 6:38 PM,,,0,0,39.613783,-123.458782
Briceburg Fire,2019-10-06,2019,Mariposa,5563.0,10/24/19 6:58 AM,10/06/19 4:15 PM,,,0,0,37.604638,-119.96606
American Fire,2019-10-06,2019,Napa,526.0,10/09/19 1:52 PM,10/06/19 4:36 PM,10/07/19 6:34PM,,0,0,38.165873,-122.211671
Point Fire,2019-10-07,2019,Santa Clara,29.0,10/07/19 9:58 AM,10/07/19 9:58 AM,10/07/19 9:58AM,,0,0,37.066483,-121.219163
Dales Fire,2019-10-07,2019,Tehama,11.0,10/07/19 11:03 AM,10/07/19 11:03 AM,10/07/19 11:03AM,,0,0,40.314187,-122.070055
Little Fire,2019-10-08,2019,Alameda,12.0,10/09/19 1:51 PM,10/08/19 5:25 PM,10/08/19 5:51PM,,0,0,37.606,-121.853
Cross Fire,2019-10-08,2019,Monterey and San Luis Obispo,289.0,10/11/19 7:38 AM,10/09/19 6:52 AM,10/11/19 7:30AM,,0,0,35.79069,-120.73102
Corning Fire,2019-10-09,2019,Tehama,68.0,10/09/19 12:39 PM,10/09/19 8:31 AM,10/09/19 12:39PM,,0,0,39.847708,-122.1604
Inghram Fire,2019-10-09,2019,Tehama,10.0,10/09/19 9:52 AM,10/09/19 9:52 AM,10/08/19 9:52AM,,0,0,39.847708,-122.160416
Merrill Fire,2019-10-09,2019,Contra Costa,40.0,10/12/19 2:00 PM,10/10/19 6:42 AM,10/10/19 12:00PM,,0,0,37.828267,-122.103867
Eagle Fire,2019-10-10,2019,Riverside,9.0,10/10/19 6:11 PM,10/10/19 12:08 PM,10/10/19 6:11PM,Under Investigation,0,0,33.827979,-117.499619
Reche Fire,2019-10-10,2019,Riverside,350.0,10/14/19 10:56 AM,10/10/19 2:18 PM,10/13/19 7:30AM,Under Investigation,0,0,33.975405,-117.207068
Sandalwood Fire,2019-10-10,2019,Riverside,1011.0,11/01/19 3:14 PM,10/10/19 3:38 PM,,,74,2,33.9925,-117.059167
Plains Fire,2019-10-10,2019,Shasta,42.0,10/10/19 7:05 PM,10/10/19 3:49 PM,10/10/19 7:05PM,,0,0,40.4988,-122.19911
Wolf Fire,2019-10-10,2019,Riverside,75.0,10/12/19 5:29 PM,10/10/19 6:36 PM,10/12/19 5:22PM,,0,0,33.8615,-116.897333
Saddle Ridge Fire,2019-10-10,2019,Los Angeles,8799.0,11/05/19 12:06 PM,10/10/19 9:02 PM,10/31/19 9:10AM,,19,0,34.32988,-118.48161
Wendy Fire,2019-10-10,2019,Ventura,91.0,10/14/19 3:37 PM,10/10/19 9:28 PM,,,0,0,34.156389,-118.950833
Bitter Fire,2019-10-11,2019,San Luis Obispo,30.0,10/11/19 4:24 PM,10/11/19 12:30 PM,10/11/19 4:21PM,,0,0,35.709176,-120.312856
Caples Fire,2019-10-11,2019,El Dorado,3435.0,11/01/19 2:16 PM,10/11/19 12:47 PM,,,0,0,38.724,-120.145
Olivas Fire,2019-10-11,2019,Ventura,200.0,10/14/19 11:02 AM,10/11/19 3:57 PM,10/12/19 6:00PM,,0,0,34.23955,-119.20187
Horse Fire,2019-10-13,2019,Lassen,55.0,10/16/19 1:53 PM,10/13/19 2:45 PM,10/16/19 1:44PM,,0,0,40.387772,-120.304341
Johnson Fire,2019-10-14,2019,Riverside,75.0,08/13/20 11:53 AM,10/14/19 3:32 PM,10/16/19 11:53AM,,0,0,33.45148,-116.05898
Nustar Fire,2019-10-15,2019,Contra Costa,15.0,10/16/19 6:58 AM,10/15/19 4:17 PM,,,0,0,38.045866,-122.245186
Fairmont Fire,2019-10-15,2019,San Diego,10.0,10/16/19 1:51 PM,10/15/19 5:41 PM,10/16/19 1:50PM,Under Investigation,0,0,32.762706,-117.097441
Real Fire,2019-10-17,2019,Santa Barbara,420.0,10/21/19 11:36 AM,10/17/19 4:31 PM,10/21/19 6:00AM,,0,0,34.484722,-120.190833
Grove Fire,2019-10-17,2019,Lake,25.0,01/10/20 4:11 PM,10/17/19 8:06 PM,,,0,0,38.88913,-122.604425
Mud Fire,2019-10-18,2019,Fresno,137.0,10/19/19 3:22 PM,10/18/19 12:17 PM,10/19/19 3:00PM,,0,0,36.319291,-120.460189
Beaumont Fire,2019-10-21,2019,San Bernardino,11.0,10/24/19 7:12 AM,10/21/19 8:16 AM,10/22/19 1:30PM,,0,0,34.033117,-117.21545
Palisades Fire,2019-10-21,2019,Los Angeles,42.0,11/05/19 2:16 PM,10/21/19 11:52 AM,10/31/19 2:16PM,,0,0,34.055768,-118.554091
Oak Fire,2019-10-22,2019,San Diego,,11/21/19 12:21 PM,10/22/19 7:20 PM,,Under Investigation,0,0,33.351145,-117.403719
Kincade Fire,2019-10-23,2019,Sonoma,77758.0,03/03/20 3:35 PM,10/23/19 9:27 PM,11/06/19 7:00PM,Under Investigation,374,0,38.792458,-122.780053
Old Water Fire,2019-10-23,2019,San Bernardino,145.0,11/01/19 2:17 PM,10/24/19 4:53 AM,,Under Investigation,0,0,34.183624,-117.274276
Muir Fire,2019-10-24,2019,Marin,67.0,11/21/19 12:21 PM,10/24/19 12:15 PM,,,0,0,37.896231,-122.636471
Nelson Fire,2019-10-24,2019,Butte,80.0,10/25/19 7:49 AM,10/24/19 2:43 PM,10/24/19 5:15PM,,0,0,39.551423,-121.800538
Tick Fire,2019-10-24,2019,Los Angeles,4615.0,10/31/19 7:39 AM,10/24/19 2:51 PM,,,22,0,34.472778,-118.368056
Cabrillo Fire,2019-10-24,2019,San Mateo,62.0,10/27/19 12:11 PM,10/24/19 8:15 PM,10/27/19 12:11PM,,0,0,37.166674,-122.361112
Mines Fire,2019-10-24,2019,Alameda,35.0,10/27/19 2:00 PM,10/24/19 11:16 PM,10/27/19 1:55PM,,0,0,37.62782,-121.68598
Sawday Fire,2019-10-25,2019,San Diego,97.0,10/29/19 7:04 PM,10/25/19 10:52 AM,10/28/19 7:31PM,,0,0,33.055124,-116.742508
Miller Fire,2019-10-25,2019,San Diego,37.0,10/27/19 6:29 PM,10/25/19 3:05 PM,10/27/19 6:05PM,,3,0,33.259861,-117.027333
Rawson Fire,2019-10-26,2019,Tehama,605.0,10/28/19 7:25 AM,10/27/19 2:47 AM,10/28/19 7:22AM,,0,0,40.00171,-122.25421
Cypress Complex,2019-10-27,2019,Contra Costa,200.0,10/28/19 4:26 PM,10/27/19 8:50 AM,10/28/19 4:26PM,,0,0,37.99136,-121.64118
Sky Fire,2019-10-27,2019,Contra Costa,150.0,10/29/19 11:40 AM,10/27/19 11:29 AM,10/28/19 4:30PM,,0,0,38.03545,-122.2241
Glencove Fire,2019-10-27,2019,Solano,140.0,10/28/19 4:30 PM,10/27/19 11:52 AM,10/28/19 4:28PM,,0,0,38.07205,-122.22463
Burris Fire,2019-10-27,2019,Mendocino,703.0,11/03/19 6:54 PM,10/27/19 2:54 PM,11/03/19 6:52PM,,0,0,39.22431,-123.12887
Forest Fire,2019-10-27,2019,Contra Costa,50.0,10/28/19 4:28 PM,10/27/19 5:36 PM,10/28/19 4:26PM,,0,0,37.97911,-122.11092
Getty Fire,2019-10-27,2019,Los Angeles,745.0,11/08/19 3:26 PM,10/28/19 6:46 AM,11/05/19 5:30PM,,0,0,34.098191,-118.478717
Easy Fire,2019-10-30,2019,Ventura,1806.0,11/02/19 7:00 PM,10/30/19 7:45 AM,11/02/19 6:57PM,,0,0,34.282179,-118.803389
Hill Fire,2019-10-30,2019,Riverside,494.0,11/02/19 6:52 PM,10/30/19 11:19 AM,11/02/19 6:44PM,Under Investigation,0,0,34.01778,-117.4625
46 Fire,2019-10-30,2019,Riverside,328.0,11/03/19 4:16 PM,10/31/19 6:22 AM,11/03/19 4:15PM,,0,0,33.985972,-117.414111
Copper Fire,2019-10-30,2019,San Diego,50.0,11/01/19 7:25 AM,10/31/19 6:39 AM,,Under Investigation,0,0,32.564583,-116.834583
Hillside Fire,2019-10-30,2019,San Bernardino,200.0,11/12/19 9:03 AM,10/31/19 6:53 AM,11/05/19 9:03AM,Under Investigation,0,0,34.183,-117.285
Maria Fire,2019-10-31,2019,Ventura,9999.0,03/03/20 3:19 PM,10/31/19 8:58 PM,11/06/19 6:00PM,,4,0,34.302212,-118.997115
Sobrante Fire,2019-11-01,2019,Riverside,19.0,11/05/19 8:56 AM,11/01/19 1:04 PM,11/01/19 8:55AM,,0,0,33.849906,-117.461363
Ranch Fire,2019-11-03,2019,Tehama,2534.0,11/18/19 8:28 AM,11/03/19 2:16 PM,11/14/19 6:02PM,,0,0,40.036379,-122.637837
Eagle Fire,2019-11-04,2019,Lake,75.0,11/14/19 6:26 PM,11/05/19 6:52 AM,11/06/19 6:30PM,,0,0,39.100408,-122.496548
Cashe Fire,2019-11-25,2019,Yolo,,12/03/19 4:35 PM,11/25/19 12:02 PM,,,0,0,38.734634,-121.729691
Foothills Fire,2019-11-25,2019,Placer,355.0,11/25/19 8:31 PM,11/25/19 12:39 PM,,,0,0,38.838992,-121.325842
Cave Fire (No Longer a CAL FIRE Incident),2019-11-25,2019,Santa Barbara,3126.0,12/16/19 8:23 AM,11/25/19 7:59 PM,12/14/19 8:22AM,,0,0,34.5025,-119.785
Bear Fire,2020-02-15,2020,Humboldt,15.0,02/16/20 9:24 AM,02/15/20 5:48 PM,,,0,0,40.511092,-123.6378411
Antelope Fire,2020-02-17,2020,Sierra,102.0,02/24/20 2:41 PM,02/17/20 3:04 PM,02/20/20 2:40PM,,0,0,39.6923001,-120.3291855
Beegum Fire,2020-02-23,2020,Tehama,75.0,02/24/20 2:32 PM,02/23/20 8:35 AM,02/24/20 2:32PM,Under Investigation,0,0,40.33583333,-122.84722222
Wood Fire,2020-02-23,2020,Lassen,57.0,02/24/20 2:45 PM,02/23/20 5:50 PM,02/23/20 2:45PM,Under Investigation,0,0,40.62155,-120.49392
Baseball Fire,2020-02-25,2020,Glenn and Mendocino,211.0,03/09/20 11:22 AM,02/25/20 2:17 PM,03/03/20 11:21AM,Under Investigation,0,0,39.75638899,-122.94111111
Grizzly Fire,2020-03-02,2020,Glenn,154.0,03/05/20 7:27 AM,03/02/20 2:08 PM,03/05/20 7:26AM,,0,0,39.774968,-122.384532
Mann Fire,2020-03-03,2020,Riverside,180.0,03/06/20 8:15 PM,03/03/20 11:13 AM,,Under Investigation,0,0,33.96957,-117.51793
Baker Fire,2020-03-03,2020,Yuba,,03/18/20 10:48 AM,03/03/20 3:20 PM,,Under Investigation,0,0,39.45493,-121.12381
South Main Fire,2020-03-06,2020,Riverside,20.0,03/09/20 11:20 AM,03/06/20 12:44 PM,,Under Investigation,0,0,33.65263,-117.40906
Carter Fire,2020-04-04,2020,Imperial,275.0,04/20/20 1:51 PM,04/04/20 8:22 PM,04/12/20 1:51PM,Under Investigation,0,0,32.93432,-115.5865
Red Fire,2020-04-23,2020,Tehama,26.0,04/26/20 9:53 AM,04/23/20 8:52 PM,04/24/20 9:53AM,,0,0,40.09554,-122.43905
Bar Fire,2020-04-25,2020,Trinity,55.0,05/01/20 4:49 PM,04/25/20 2:59 PM,,Under Investigation,0,0,40.63442,-122.97693
Byron Fire,2020-04-27,2020,Contra Costa,47.0,04/27/20 8:34 PM,04/27/20 2:59 PM,04/27/20 8:33PM,,0,0,37.82066,-121.595225
Interstate 5 Fire,2020-05-03,2020,Kings,2060.0,05/07/20 1:31 PM,05/03/20 3:52 PM,05/03/20 1:31PM,Under Investigation,0,0,36.075003,-120.106407
Hollister Fire,2020-05-07,2020,Santa Barbara,156.0,05/18/20 1:50 PM,05/07/20 8:10 AM,05/09/20 1:50PM,Under Investigation,0,0,34.47438,-120.29379
Candy Fire,2020-05-08,2020,Butte,17.0,07/24/20 3:35 PM,05/08/20 2:46 PM,05/08/20 3:21PM,Under Investigation,0,0,39.42208,-121.47273
Gilman Fire,2020-05-18,2020,Riverside,20.0,05/19/20 12:01 PM,05/18/20 1:38 PM,05/18/20 6:11PM,Under Investigation,0,0,33.861054,-117.024114
Acres Fire,2020-05-21,2020,Madera,152.0,05/21/20 7:20 PM,05/21/20 11:30 AM,,Under Investigation,0,0,37.11715,-119.982359
Spanish Fire,2020-05-22,2020,Napa,20.0,05/23/20 2:42 PM,05/22/20 3:27 PM,05/23/20 2:00PM,Under Investigation,0,0,38.697834,-122.403634
Range Fire,2020-05-27,2020,San Luis Obispo,5000.0,05/28/20 8:23 AM,05/27/20 7:33 PM,05/28/20 6:45AM,Under Investigation,0,0,35.34237,-120.70524
Harley Fire,2020-05-28,2020,Riverside,60.0,05/28/20 9:18 PM,05/28/20 5:08 PM,05/28/20 8:30PM,,0,0,33.83167,-117.34934
Creek Fire,2020-05-30,2020,Contra Costa,60.0,05/30/20 6:06 PM,05/30/20 5:48 PM,,Under Investigation,0,0,35.9994,-86.8616
Scorpion Fire,2020-05-31,2020,Santa Barbara,1395.0,06/01/20 6:06 PM,05/31/20 6:09 PM,,Under Investigation,0,0,34.01389,-119.74577
Acres Fire,2020-06-01,2020,Madera,237.0,06/01/20 5:30 PM,06/01/20 3:29 PM,,Under Investigation,0,0,37.11806,-119.93221
Amoruso Fire,2020-06-01,2020,Placer,650.0,06/01/20 4:44 PM,06/01/20 3:52 PM,,Under Investigation,0,0,38.824371,-121.390862
Nash Fire,2020-06-01,2020,Mendocino,10.0,06/01/20 7:10 PM,06/01/20 5:41 PM,,,0,0,39.1296,-123.48018
Horn Fire,2020-06-02,2020,Lassen,37.0,06/02/20 6:33 PM,06/02/20 5:01 PM,06/02/20 6:33PM,Under Investigation,0,0,40.809323,-120.288882
Smoketree Fire,2020-06-02,2020,Riverside,129.0,06/17/20 8:35 AM,06/02/20 7:38 PM,06/07/20 8:34AM,Under Investigation,0,0,33.782532,-116.524014
Wildlife Fire,2020-06-03,2020,Solano,300.0,06/10/20 9:27 AM,06/03/20 6:26 PM,06/04/20 9:26AM,Under Investigation,0,0,38.232281,-122.042199
Silver Fire,2020-06-04,2020,Santa Clara,19.0,06/04/20 5:37 PM,06/04/20 7:38 AM,,Under Investigation,0,0,37.329163,-121.726223
Brock Fire,2020-06-04,2020,Shasta,15.0,06/10/20 7:31 AM,06/04/20 4:36 PM,06/04/20 7:30AM,Under Investigation,0,0,40.837885,-122.097933
Colleen Fire,2020-06-04,2020,Santa Clara,126.0,06/07/20 7:43 AM,06/04/20 7:36 PM,06/07/20 7:42AM,Under Investigation,0,0,37.229703,-121.851895
Karchner Fire,2020-06-05,2020,Placer,39.0,06/05/20 12:33 PM,06/05/20 9:04 AM,06/05/20 12:32PM,Under Investigation,0,0,38.98487,-121.340239
Lakeville Fire,2020-06-05,2020,Sonoma,141.0,06/06/20 6:39 PM,06/05/20 4:56 PM,06/06/20 6:37PM,Under Investigation,0,0,38.224849,-122.549816
McGary Fire,2020-06-05,2020,Solano,79.0,06/10/20 3:11 PM,06/05/20 5:09 PM,06/05/20 3:10PM,,0,0,38.196893,-122.156313
Gulch Fire,2020-06-06,2020,Sonoma,107.0,06/08/20 6:33 PM,06/06/20 4:19 PM,06/08/20 6:30PM,Under Investigation,0,0,38.216134,-122.536406
Quail Fire,2020-06-06,2020,Solano,1837.0,08/13/20 11:22 AM,06/06/20 4:36 PM,06/10/20 7:48AM,Under Investigation,0,0,38.470809,-122.038208
Willow Fire,2020-06-06,2020,Contra Costa,100.0,06/07/20 7:55 AM,06/06/20 6:00 PM,06/07/20 7:52AM,Under Investigation,0,0,37.994368,-122.002811
Bitterwater Fire,2020-06-07,2020,Monterey,211.0,06/08/20 2:42 PM,06/07/20 2:43 PM,,,0,0,36.2644,-121.0781
Hunters Fire,2020-06-07,2020,Mariposa,85.0,06/10/20 7:03 AM,06/07/20 7:15 PM,06/10/20 7:03AM,Under Investigation,0,0,37.61955,-120.215454
Sperry Fire,2020-06-08,2020,Stanislaus,80.0,08/13/20 11:22 AM,06/08/20 1:55 PM,06/08/20 6:42PM,,0,0,37.463636,-121.16483
Grand Fire,2020-06-08,2020,Riverside,27.0,06/09/20 12:24 PM,06/08/20 3:45 PM,06/09/20 9:51AM,Under Investigation,0,0,33.638067,-117.37581
Bradley Fire,2020-06-08,2020,Monterey,230.0,06/09/20 12:24 PM,06/08/20 4:16 PM,06/09/20 12:24PM,Under Investigation,0,0,35.94979,-120.81509
Sierra Fire,2020-06-08,2020,Riverside,100.0,08/13/20 11:22 AM,06/08/20 5:46 PM,06/09/20 6:45PM,Under Investigation,0,0,33.82925,-117.46036
Oak Fire,2020-06-08,2020,Riverside,20.0,06/08/20 8:50 PM,06/08/20 8:50 PM,06/08/20 8:46PM,,0,0,33.78275,-116.89655
Cronan Fire,2020-06-09,2020,El Dorado,29.0,06/10/20 6:11 PM,06/09/20 2:35 PM,,Under Investigation,0,0,38.827755,-120.988571
Vineyard Fire,2020-06-09,2020,Mendocino,151.0,06/10/20 6:59 PM,06/09/20 3:22 PM,06/10/20 6:57PM,,0,0,38.89695,-123.21318
India Fire,2020-06-09,2020,San Diego,1100.0,06/25/20 9:23 AM,06/09/20 9:51 PM,06/12/20 9:23AM,Under Investigation,0,0,33.37579,-117.47166
Elizabeth Fire,2020-06-10,2020,Ventura,289.0,06/12/20 7:53 AM,06/10/20 1:11 PM,06/12/20 7:53AM,,0,0,34.29475,-119.17808
Soda Fire,2020-06-10,2020,San Luis Obispo,1672.0,06/11/20 8:23 PM,06/10/20 2:52 PM,06/11/20 8:23PM,,0,0,35.35146,-120.00521
Lime Fire,2020-06-10,2020,Ventura,803.0,06/17/20 1:43 PM,06/10/20 6:30 PM,06/17/20 1:42PM,Under Investigation,0,0,34.46182,-118.77347
Skyline Fire,2020-06-11,2020,San Diego,100.0,06/14/20 6:48 PM,06/11/20 1:08 PM,06/14/20 6:47PM,Under Investigation,0,0,32.73044,-116.7862
Border 7 Fire,2020-06-11,2020,San Diego,90.0,06/13/20 6:00 PM,06/11/20 4:57 PM,06/13/20 6:00PM,Under Investigation,0,0,32.580882,-116.690712
Watt Fire,2020-06-11,2020,Placer,40.0,06/11/20 8:51 PM,06/11/20 6:25 PM,06/11/20 8:46PM,Under Investigation,0,0,38.733421,-121.378879
Grant Fire,2020-06-12,2020,Sacramento,5042.0,06/17/20 8:11 AM,06/12/20 12:41 PM,06/17/20 8:11AM,Under Investigation,0,0,38.520981,-121.201927
Hog Fire,2020-06-12,2020,Fresno,533.0,07/10/20 8:31 AM,06/12/20 5:35 PM,07/08/20 8:31AM,Under Investigation,0,0,36.82276,-119.36572
Cornetts Fire,2020-06-13,2020,Mariposa,191.0,06/16/20 7:19 PM,06/13/20 2:27 PM,06/16/20 7:17PM,,0,0,37.40827,-120.08522
Dawson Fire,2020-06-13,2020,Riverside,10.0,06/17/20 8:27 AM,06/13/20 6:32 PM,06/13/20 8:26AM,,0,0,33.776033,-117.461925
Hopland Fire,2020-06-13,2020,Mendocino,34.0,06/14/20 7:40 AM,06/13/20 6:52 PM,06/14/20 7:36AM,,0,0,39.14783,-80.49163
Drum Fire,2020-06-14,2020,Santa Barbara,696.0,06/16/20 7:22 PM,06/14/20 3:03 PM,,Under Investigation,0,0,34.63309,-120.28867
Avila Fire,2020-06-15,2020,San Luis Obispo,445.0,07/24/20 3:34 PM,06/15/20 4:44 PM,06/19/20 7:27AM,Under Investigation,0,0,35.17977,-120.69959
Bitter Fire,2020-06-16,2020,San Benito,895.0,06/21/20 7:39 PM,06/16/20 2:11 PM,06/21/20 7:27PM,Under Investigation,0,0,36.3011,-120.92925
Riata Fire,2020-06-16,2020,San Luis Obispo,18.0,06/17/20 2:59 PM,06/16/20 2:44 PM,06/17/20 2:59PM,Under Investigation,0,0,35.40953,-120.56823
Walker Fire,2020-06-16,2020,Calaveras,1455.0,06/20/20 7:10 PM,06/16/20 4:58 PM,06/20/20 7:10PM,Under Investigation,2,0,38.07741,-120.72958
Nelson Fire,2020-06-17,2020,Butte,95.0,06/17/20 7:22 PM,06/17/20 12:54 PM,06/17/20 7:20PM,Under Investigation,0,0,39.52408,-121.60037
Liberty Fire,2020-06-17,2020,San Joaquin,89.0,06/18/20 10:44 AM,06/17/20 3:49 PM,06/18/20 10:44AM,Under Investigation,0,0,38.23432,-121.20828
Gyle Fire,2020-06-17,2020,Tehama,68.0,06/17/20 6:17 PM,06/17/20 4:39 PM,,,0,0,40.000132,-122.205628
