name,start_date,year,counties,acres,last_updated,date_started,date_contained,cause,destroyed,fatalities,lat,lon
Red Fire,2014-01-04,2014,Humboldt,333.0,01/08/14 7:15 PM,01/04/14 12:00 PM,01/08/14 7:15PM,Unknown,0,0,40.884415,-123.773779
Colby Fire,2014-01-15,2014,Los Angeles,1952.0,01/27/14 10:00 AM,01/16/14 5:50 AM,01/27/14 10:00AM,Unknown,0,0,34.1703,-117.8816
Brewer Fire,2014-01-22,2014,Placer,120.0,01/22/14 4:35 PM,01/22/14 1:10 PM,01/22/14 4:35PM,Unknown,0,0,,
Lake Fire,2014-01-24,2014,Fresno,106.0,01/26/14 6:00 PM,01/25/14 6:37 AM,01/26/14 6:00PM,Unknown,0,0,36.8266,-119.3415
Gun Fire,2014-03-08,2014,San Diego,125.0,03/11/14 11:00 AM,03/08/14 12:30 PM,03/11/14 11:00AM,Unknown,0,0,32.81,-116.49
Pierce Fire,2014-03-15,2014,Riverside,350.0,03/16/14 8:30 AM,03/15/14 4:37 PM,03/16/14 8:30AM,Unknown,0,0,,
Encinal Fire,2014-03-19,2014,Monterey,400.0,03/21/14 6:00 PM,03/19/14 4:45 PM,03/21/14 6:00PM,Fire Escaped into Wildland,0,0,36.6313,-121.4819
Van Buren Fire,2014-03-28,2014,Riverside,57.0,03/29/14 5:15 PM,03/28/14 2:31 PM,03/29/14 5:15PM,Unknown,0,0,33.5982,-116.1985
Bridges Fire,2014-04-19,2014,Inyo,113.0,04/21/14 7:15 PM,04/19/14 3:54 PM,04/21/14 7:15PM,Campfire,0,0,37.399,-118.352
Etiwanda Fire,2014-04-30,2014,San Bernardino,2143.0,05/05/14 5:30 PM,04/30/14 8:00 AM,05/05/14 5:30PM,Under Investigation,0,0,34.169346,-117.547374
San Lucas Fire,2014-04-30,2014,Monterey,75.0,05/01/14 7:00 PM,04/30/14 2:25 PM,05/01/14 7:00PM,Unknown,0,0,36.103,-121.117
Jacumba Fire,2014-05-05,2014,San Diego,29.0,05/06/14 10:20 AM,05/05/14 4:36 PM,05/06/14 10:20AM,Unknown,0,0,32.665,-116.222
Bernardo Fire,2014-05-13,2014,San Diego,1548.0,05/17/14 8:14 PM,05/13/14 11:00 AM,05/17/14 8:14PM,Equipment,0,0,33.003,-117.133
Miguelito Fire,2014-05-13,2014,Santa Barbara,632.0,05/19/14 9:20 AM,05/13/14 2:00 PM,05/19/14 9:20AM,Under Investigation,0,0,34.609,-120.454
Tomahawk Fire,2014-05-14,2014,San Diego,5367.0,05/19/14 9:20 AM,05/14/14 9:45 AM,05/19/14 9:20AM,Unknown,0,0,33.3529,-117.284889
Poinsettia Fire,2014-05-14,2014,San Diego,600.0,05/17/14 12:00 AM,05/14/14 10:30 AM,05/17/14 12:00AM,Unknown,0,0,33.1109,-117.279
River Fire,2014-05-14,2014,San Diego,105.0,05/19/14 9:20 AM,05/14/14 12:12 PM,05/19/14 9:20AM,Unknown,0,0,,
Highway Fire,2014-05-14,2014,San Diego,380.0,05/15/14 6:30 PM,05/14/14 1:00 PM,05/15/14 6:30PM,Unknown,0,0,33.312,-117.162
Fiddler Fire,2014-05-14,2014,Shasta,50.0,05/15/14 11:30 AM,05/14/14 2:00 PM,05/15/14 11:30AM,Unknown,0,0,40.39,-122.721
Cocos Fire,2014-05-14,2014,San Diego,1995.0,05/22/14 6:15 PM,05/14/14 4:00 PM,05/22/14 6:15PM,Under Investigation,40,0,33.1137,-117.1599
Freeway Fire,2014-05-14,2014,San Diego,56.0,05/20/14 11:30 AM,05/14/14 5:43 PM,05/20/14 11:30AM,Unknown,0,0,,
Pulgas Fire,2014-05-15,2014,San Diego,14416.0,05/21/14 5:00 PM,05/15/14 2:45 PM,05/21/14 5:00PM,Unknown,0,0,,
San Mateo Fire,2014-05-16,2014,San Diego,1457.0,05/20/14 11:30 PM,05/16/14 11:24 AM,05/20/14 11:30PM,Unknown,0,0,33.417572,-117.550567
Indian Fire,2014-05-25,2014,Lake,175.0,05/26/14 8:45 AM,05/25/14 12:20 PM,05/26/14 8:45AM,Unknown,0,0,39.1647,-122.5983
Hunters Fire,2014-05-26,2014,Mariposa,677.0,06/02/14 6:30 PM,05/26/14 3:33 PM,06/02/14 6:30PM,Unknown,3,0,,
Lake Fire,2014-05-27,2014,Stanislaus,37.0,05/29/14 8:45 AM,05/27/14 11:23 AM,05/29/14 8:45AM,Unknown,0,0,,
59 Fire,2014-06-04,2014,Tuolumne,487.0,06/05/14 8:00 PM,06/04/14 11:45 AM,06/05/14 8:00PM,Unknown,0,0,37.76617,-120.45087
Santa Fire,2014-06-04,2014,Riverside,14.0,06/04/14 4:30 PM,06/04/14 3:18 PM,06/04/14 4:30PM,Unknown,0,0,,
Hetch Hetchy Fire,2014-06-05,2014,Tuolumne,269.0,06/06/14 9:30 AM,06/05/14 1:04 PM,06/06/14 9:30AM,Unknown,0,0,37.787,-120.452
Valley Fire,2014-06-06,2014,Mariposa,90.0,11/12/19 10:25 AM,06/06/14 5:29 PM,06/08/14 7:45PM,Unknown,0,0,,
Bogart Fire,2014-06-06,2014,Riverside,31.0,06/07/14 7:00 PM,06/06/14 5:32 PM,06/07/14 7:00PM,Unknown,0,0,,
Morgan Fire,2014-06-09,2014,Fresno,40.0,06/11/14 7:30 AM,06/09/14 3:15 PM,06/11/14 7:30AM,Unknown,0,0,36.991825,-119.525506
Haigh Fire,2014-06-10,2014,Mariposa,130.0,06/13/14 6:30 PM,06/10/14 3:11 PM,06/13/14 6:30PM,Unknown,0,0,37.7103,-120.197
Hall Fire,2014-06-11,2014,Fresno,25.0,06/09/14 7:15 PM,06/11/14 7:30 AM,06/09/14 7:15PM,Unknown,0,0,36.742747,-119.241493
Norman Fire,2014-06-12,2014,Solano,70.0,06/13/14 8:00 AM,06/12/14 2:29 PM,06/13/14 8:00AM,Unknown,0,0,,
Tehama Fire,2014-06-13,2014,Tehama,225.0,06/13/14 1:50 PM,06/13/14 12:23 PM,06/13/14 1:50PM,Unknown,0,0,40.009827,-122.345078
Shirley Fire,2014-06-13,2014,Kern,3895.0,06/20/14 8:30 AM,06/13/14 5:00 PM,06/20/14 8:30AM,Unknown,0,0,35.70683,-118.555527
Stoney Fire,2014-06-19,2014,Monterey,4840.0,06/21/14 7:00 PM,06/19/14 3:14 PM,06/21/14 7:00PM,Unknown,0,0,,
Reed Fire,2014-06-20,2014,Calaveras,120.0,06/21/14 7:00 PM,06/20/14 3:27 PM,06/21/14 7:00PM,Unknown,0,0,,
Oak Fire,2014-06-22,2014,Calaveras,85.0,06/24/14 7:00 PM,06/22/14 12:37 PM,06/24/14 7:00PM,Under Investigation,0,0,38.058,-120.66
Curie Fire,2014-06-30,2014,Santa Clara,125.0,07/01/14 8:30 AM,06/30/14 2:10 PM,07/01/14 8:30AM,Unknown,0,0,,
West Fire,2014-06-30,2014,Trinity,15.0,07/03/14 10:45 AM,07/01/14 3:45 AM,07/03/14 10:45AM,Unknown,0,0,40.41,-123.24
Butts Fire,2014-07-01,2014,Napa and Lake,4300.0,07/09/14 6:00 PM,07/01/14 12:08 PM,07/09/14 6:00PM,Under Investigation,9,0,38.664,-122.454
Ranch Fire,2014-07-01,2014,Kern,70.0,07/06/14 8:30 AM,07/01/14 6:15 PM,07/06/14 8:30AM,Unknown,0,0,,
Modoc Lightning Complex,2014-07-01,2014,Modoc,1651.0,07/03/14 10:30 AM,07/01/14 7:00 PM,07/03/14 10:30AM,Unknown,0,0,41.89,-120.79
Banner Fire,2014-07-03,2014,San Diego,217.0,07/06/14 9:15 AM,07/03/14 10:43 AM,07/06/14 9:15AM,Unknown,3,0,33.078948,-116.576454
Gulch Fire,2014-07-03,2014,Modoc,1469.0,07/07/14 7:00 AM,07/03/14 3:46 PM,07/07/14 7:00AM,Unknown,0,0,41.489,-120.904
Monticello Fire,2014-07-04,2014,Yolo,6488.0,07/12/14 6:00 PM,07/04/14 9:32 PM,07/12/14 6:00PM,Firework,0,0,38.512,-122.104
Cassel Fire,2014-07-05,2014,Shasta,75.0,07/08/14 6:30 PM,07/05/14 6:44 PM,07/08/14 6:30PM,Unknown,0,0,40.5719,-121.3415
Interlake Fire,2014-07-07,2014,San Luis Obispo,47.0,07/08/14 6:30 PM,07/07/14 4:12 PM,07/08/14 6:30PM,Unknown,0,0,35.8218,-121.0226
Hutto Fire,2014-07-07,2014,Nevada,38.0,07/08/14 6:56 AM,07/07/14 4:35 PM,07/08/14 6:56AM,Unknown,0,0,39.1871,-121.2687
Dry Fire,2014-07-09,2014,Shasta,143.0,07/10/14 7:30 AM,07/09/14 1:45 PM,07/10/14 7:30AM,Unknown,0,0,40.6569,-122.2215
Bible Fire,2014-07-09,2014,El Dorado,30.0,07/09/14 4:45 PM,07/09/14 2:34 PM,07/09/14 4:45PM,Unknown,0,0,38.608336,-120.703238
Nicolls Fire,2014-07-11,2014,Kern,1680.0,07/21/14 2:45 PM,07/11/14 1:46 PM,07/21/14 2:45PM,Unknown,0,0,35.642,-118.15
Bully Fire,2014-07-11,2014,Shasta,12661.0,07/26/14 8:00 PM,07/11/14 3:37 PM,07/26/14 8:00PM,Human,20,0,40.4314,-122.750788
Marsh Fire,2014-07-11,2014,Contra Costa,80.0,07/12/14 6:00 PM,07/11/14 9:57 PM,07/12/14 6:00PM,Unknown,0,0,37.5359,-121.5118
Wildlife Fire,2014-07-14,2014,Butte,72.0,07/16/14 8:00 AM,07/14/14 6:00 PM,07/16/14 8:00AM,Unknown,0,0,39.4664,-121.6129
Dark Hole Fire,2014-07-16,2014,Mariposa,1080.0,08/20/14 7:00 PM,07/17/14 1:00 AM,08/20/14 7:00PM,Unknown,0,0,,
Iowa Fire,2014-07-21,2014,Placer,14.0,07/22/14 6:00 PM,07/21/14 2:49 PM,07/22/14 6:00PM,Unknown,0,0,,
Sabina Fire,2014-07-23,2014,Riverside,78.0,07/24/14 9:00 AM,07/23/14 10:47 AM,07/24/14 9:00AM,Unknown,0,0,,
Gun Club Fire,2014-07-24,2014,Merced,300.0,07/25/14 9:15 AM,07/24/14 12:06 PM,07/25/14 9:15AM,Unknown,0,0,,
Sand Fire,2014-07-25,2014,Amador and El Dorado,4240.0,11/12/19 10:27 AM,07/25/14 4:34 PM,08/02/14 7:15PM,Vehicle,67,0,38.5691,-120.7819
El Portal Fire,2014-07-26,2014,Mariposa,4689.0,08/10/14 8:15 AM,07/26/14 5:00 PM,08/10/14 8:15AM,Unknown,0,0,,
French Fire,2014-07-27,2014,Madera,13838.0,07/28/14 2:30 PM,07/28/14 5:45 AM,07/28/14 2:30PM,Unknown,0,0,,
Web Fire,2014-07-28,2014,Butte,389.0,08/01/14 5:30 PM,07/28/14 1:11 PM,08/01/14 5:30PM,Under Investigation,0,0,,
Siskiyou County Lightning Fires,2014-07-29,2014,Siskiyou,30.0,08/02/14 11:00 AM,07/29/14 1:00 PM,08/02/14 11:00AM,Unknown,0,0,,
Beaver Fire,2014-07-29,2014,Siskiyou,32496.0,09/02/14 1:00 PM,07/30/14 12:00 AM,09/02/14 1:00PM,Unknown,0,0,,
Lodge Lightning Complex,2014-07-29,2014,Mendocino,12536.0,09/09/14 7:30 PM,07/30/14 6:27 AM,09/09/14 7:30PM,Lightning,0,0,,
Day Fire,2014-07-30,2014,Modoc,13153.0,08/13/14 7:00 AM,07/30/14 7:01 PM,08/13/14 7:00AM,Lightning,6,0,41.1336,-121.2144
Bald Fire,2014-07-30,2014,Shasta,39736.0,08/15/14 2:00 PM,07/30/14 8:15 PM,08/15/14 2:00PM,Unknown,0,0,40.901,-121.368
Coffee Fire,2014-07-30,2014,Shasta,6258.0,11/14/14 1:00 PM,07/30/14 8:30 PM,11/14/14 1:00PM,Unknown,0,0,41.141,-122.805
Oregon Gulch Fire (part of the Beaver Complex),2014-07-30,2014,Siskiyou,35302.0,08/18/14 9:45 AM,07/30/14 11:00 PM,08/18/14 9:45AM,Unknown,0,0,42.048,-122.345
Little Deer Fire,2014-07-31,2014,Siskiyou,5503.0,08/18/14 10:00 AM,07/31/14 5:45 PM,08/18/14 10:00AM,Unknown,0,0,41.682,-122.127
Eiler Fire,2014-07-31,2014,Shasta,32416.0,08/25/14 10:00 AM,07/31/14 6:04 PM,08/25/14 10:00AM,Under Investigation,21,0,40.72,-121.562
McClellan Fire,2014-08-01,2014,Humboldt,37.0,08/02/14 8:00 AM,08/01/14 3:47 PM,08/02/14 8:00AM,Unknown,0,0,,
July Complex,2014-08-02,2014,Siskiyou,50042.0,08/06/14 10:00 AM,08/02/14 9:00 AM,08/06/14 10:00AM,Unknown,0,0,,
Happy Camp Complex,2014-08-11,2014,Siskiyou,,08/14/14 9:30 AM,08/11/14 10:00 PM,08/14/14 9:30AM,Unknown,0,0,41.796,-123.374
Little Fire,2014-08-12,2014,Modoc,101.0,08/13/14 6:15 AM,08/12/14 3:00 PM,08/13/14 6:15AM,Unknown,0,0,41.507,-121.266
Shoemaker Fire,2014-08-14,2014,Los Angeles,190.0,12/12/14 2:00 PM,08/14/14 12:48 PM,12/12/14 2:00PM,Unknown,0,0,34.235,-117.771
Meadow Fire,2014-08-15,2014,Mariposa,4772.0,12/12/14 1:45 PM,08/16/14 12:00 AM,12/12/14 1:45PM,Unknown,0,0,,
Border Fire,2014-08-16,2014,San Diego,20.0,08/17/14 7:45 AM,08/16/14 4:22 PM,08/17/14 7:45AM,Unknown,0,0,32.59154,-116.89516
Tecolote Fire,2014-08-17,2014,Los Angeles,274.0,12/12/14 1:30 PM,08/17/14 2:30 PM,12/12/14 1:30PM,Unknown,0,0,34.267,-117.867
Boca Fire,2014-08-18,2014,Nevada,84.0,08/19/14 4:45 PM,08/18/14 10:00 AM,08/19/14 4:45PM,Unknown,0,0,39.3918,-120.0805
Junction Fire,2014-08-18,2014,Madera,612.0,08/25/14 8:25 AM,08/18/14 1:50 PM,08/25/14 8:25AM,Under Investigation,47,0,37.3433,-119.6581
Way Fire,2014-08-18,2014,Kern,4045.0,08/27/14 6:00 PM,08/18/14 2:30 PM,08/27/14 6:00PM,Unknown,0,0,35.7206,-118.4747
South Napa Earthquake,2014-08-23,2014,Napa,6.0,08/31/14 6:00 PM,08/24/14 3:20 AM,08/31/14 6:00PM,Unknown,0,0,,
Oregon Fire,2014-08-24,2014,Trinity,580.0,08/28/14 7:00 PM,08/24/14 4:36 PM,08/28/14 7:00PM,Vehicle,0,0,40.7412,-122.946
Pines Fire,2014-08-26,2014,Madera,10.0,12/12/14 1:45 PM,08/26/14 4:23 PM,12/12/14 1:45PM,Unknown,0,0,,
Casa Fire,2014-08-28,2014,Santa Clara,80.0,08/31/14 8:15 AM,08/28/14 3:10 PM,08/31/14 8:15AM,Unknown,0,0,,
Leopard Fire,2014-08-29,2014,Shasta,25.0,08/29/14 1:15 PM,08/29/14 12:21 PM,08/29/14 1:15PM,Unknown,0,0,,
Interstate Fire,2014-09-01,2014,Riverside,100.0,09/01/14 10:00 PM,09/01/14 2:03 PM,09/01/14 10:00PM,Unknown,0,0,,
Saratoga Fire,2014-09-03,2014,Lake,100.0,09/05/14 6:30 PM,09/03/14 4:03 PM,09/05/14 6:30PM,Unknown,0,0,,
Jackson Fire,2014-09-04,2014,Tuolumne,70.0,09/05/14 9:15 AM,09/04/14 11:51 AM,09/05/14 9:15AM,Unknown,0,0,37.8316,-120.3434
Bridge Fire,2014-09-05,2014,Mariposa,300.0,09/12/14 9:00 AM,09/05/14 12:39 PM,09/12/14 9:00AM,Vehicle,0,0,,
Montgomery Fire,2014-09-07,2014,Mariposa,79.0,09/09/14 7:45 PM,09/07/14 4:46 PM,09/09/14 7:45PM,Unknown,0,0,,
Gulch Fire,2014-09-09,2014,Shasta,1375.0,09/16/14 9:30 AM,09/10/14 12:30 AM,09/16/14 9:30AM,Vehicle,4,0,40.7101,-122.171
Stage Coach Fire,2014-09-11,2014,Napa,27.0,09/15/14 2:20 PM,09/11/14 3:14 PM,09/15/14 2:20PM,Unknown,0,0,38.695961,-122.384054
Silverado Fire,2014-09-12,2014,Orange,968.0,09/22/14 3:00 PM,09/12/14 10:30 AM,09/22/14 3:00PM,Unknown,0,0,33.748,-117.601
Bald Hill 3 Fire,2014-09-12,2014,Humboldt,210.0,09/15/14 11:00 AM,09/12/14 3:00 PM,09/15/14 11:00AM,Unknown,0,0,41.134,-123.753
Dog Bar Fire,2014-09-13,2014,Nevada,247.0,09/18/14 6:45 PM,09/13/14 2:07 PM,09/18/14 6:45PM,Unknown,0,0,39.113682,-120.999508
Black Fire,2014-09-13,2014,Mendocino,403.0,09/17/14 4:10 PM,09/13/14 3:48 PM,09/17/14 4:10PM,Under Investigation,11,0,,
King Fire,2014-09-13,2014,El Dorado,97717.0,10/09/14 5:20 PM,09/13/14 4:32 PM,10/09/14 5:20PM,Arson,80,0,38.805437,-120.629714
Irene Fire,2014-09-14,2014,El Dorado,94.0,09/17/14 6:45 PM,09/14/14 9:15 AM,09/17/14 6:45PM,Unknown,0,0,38.59,-120.028
Courtney Fire,2014-09-14,2014,Madera,320.0,09/22/14 7:15 AM,09/14/14 1:36 PM,09/22/14 7:15AM,Under Investigation,69,0,37.311915,-119.604124
Boles Fire,2014-09-15,2014,Siskiyou,516.0,10/11/14 6:50 PM,09/15/14 1:38 PM,10/11/14 6:50PM,Under Investigation,165,0,41.42384,-122.37432
June Fire,2014-09-16,2014,Inyo,65.0,09/21/14 9:00 AM,09/16/14 7:07 PM,09/21/14 9:00AM,Unknown,0,0,,
Nelson Fire,2014-09-21,2014,Mendocino,62.0,09/22/14 4:30 PM,09/21/14 4:13 PM,09/22/14 4:30PM,Unknown,0,0,,
Cascade Fire,2014-09-25,2014,El Dorado,20.0,09/25/14 7:27 AM,09/25/14 6:00 PM,09/25/14 7:27AM,Unknown,0,0,38.9195001,-120.1140659
Foothill Fire,2014-09-29,2014,Ventura,25.0,09/30/14 3:00 PM,09/29/14 7:35 PM,09/30/14 3:00PM,Unknown,0,0,,
Dog Rock Fire,2014-10-07,2014,Mariposa,311.0,10/12/14 6:00 PM,10/07/14 3:05 PM,10/12/14 6:00PM,Unknown,0,0,,
Applegate Fire,2014-10-08,2014,Placer,459.0,10/15/14 7:50 AM,10/08/14 1:33 PM,10/15/14 7:50AM,Under Investigation,10,0,,
Bane Fire,2014-10-16,2014,San Bernardino,48.0,10/17/14 6:15 PM,10/16/14 2:34 PM,10/17/14 6:15PM,Unknown,0,0,33.93869,-117.70643
Round Fire,2015-02-06,2015,Inyo and Mono,7000.0,02/12/15 7:35 AM,02/06/15 2:07 PM,02/12/15 7:35AM,Under Investigation,40,0,,
Van Dyke Fire,2015-02-06,2015,Mono,509.0,02/20/15 7:00 PM,02/06/15 4:52 PM,02/20/15 7:00PM,Unknown,0,0,,
Stephens Fire,2015-02-24,2015,Siskiyou,200.0,03/02/15 9:00 AM,02/24/15 12:15 PM,03/02/15 9:00AM,Unknown,0,0,41.485,-121.851
Ward Fire,2015-04-12,2015,Plumas,137.0,04/18/15 11:50 PM,04/13/15 5:30 AM,04/18/15 11:50PM,Unknown,0,0,40.050833333333,-120.70166666667
Highway Fire,2015-04-18,2015,Riverside,1049.0,04/24/15 7:30 AM,04/18/15 6:12 PM,04/24/15 7:30AM,Unknown,0,0,33.884313,-117.642759
Forebay Fire,2015-05-11,2015,Merced,275.0,05/11/15 12:15 PM,05/11/15 10:26 AM,05/11/15 12:15PM,Unknown,0,0,37.08312,-121.06963
Christensen Fire,2015-05-28,2015,Alameda,242.0,05/28/15 10:30 AM,05/28/15 5:00 PM,05/28/15 10:30AM,Unknown,0,0,,
Harrison Fire,2015-06-01,2015,Riverside,80.0,06/05/15 4:32 PM,06/01/15 10:16 AM,06/05/15 4:32PM,Unknown,0,0,,
Snow Fire,2015-06-05,2015,Riverside,25.0,06/05/15 7:00 PM,06/05/15 1:32 PM,06/05/15 7:00PM,Unknown,0,0,,
FKU Lightning Fires,2015-06-05,2015,Fresno,45.0,06/06/15 8:00 PM,06/05/15 5:00 PM,06/06/15 8:00PM,Unknown,0,0,,
Oasis Fire,2015-06-05,2015,Lake,25.0,06/06/15 6:45 AM,06/05/15 7:57 PM,06/06/15 6:45AM,Unknown,0,0,,
Site Fire,2015-06-05,2015,Alameda,300.0,06/06/15 7:15 AM,06/05/15 8:22 PM,06/06/15 7:15AM,Unknown,0,0,,
Fox Fire,2015-06-07,2015,Mariposa,25.0,06/09/15 9:00 AM,06/07/15 12:06 PM,06/09/15 9:00AM,Unknown,0,0,,
Riosa Fire,2015-06-08,2015,Placer,110.0,06/08/15 11:45 AM,06/08/15 10:33 AM,06/08/15 11:45AM,Unknown,0,0,,
Garage Fire,2015-06-09,2015,Napa,36.0,06/10/15 9:45 AM,06/09/15 3:23 PM,06/10/15 9:45AM,Under Investigation,0,0,,
Bald Fire,2015-06-10,2015,Humboldt,20.0,06/11/15 6:15 PM,06/10/15 7:42 AM,06/11/15 6:15PM,Under Investigation,0,0,41.1513,-123.8292
Saddle Fire,2015-06-10,2015,Trinity,1542.0,06/29/15 9:00 AM,06/10/15 3:00 PM,06/29/15 9:00AM,Unknown,0,0,40.924,-123.168
Pass Fire,2015-06-15,2015,Kern,67.0,06/15/15 6:45 PM,06/15/15 3:46 PM,06/15/15 6:45PM,Unknown,0,0,35.77937,-120.19482
Chiles Fire,2015-06-16,2015,Napa,38.0,06/17/15 1:10 PM,06/16/15 2:27 PM,06/17/15 1:10PM,Under Investigation,0,0,38.5287,-122.3415
North Fire,2015-06-16,2015,Amador,60.0,06/17/15 6:45 AM,06/16/15 4:42 PM,06/17/15 6:45AM,Unknown,0,0,38.260777,-121.135426
Fork Fire,2015-06-17,2015,Tehama,55.0,06/17/15 6:30 PM,06/17/15 12:50 PM,06/17/15 6:30PM,Unknown,0,0,40.0133,-122.552
Lake Fire,2015-06-17,2015,San Bernardino,31359.0,08/01/15 10:15 PM,06/17/15 3:52 PM,08/01/15 10:15PM,Unknown,0,0,34.160277777778,-116.89277777778
Wildcat Fire,2015-06-17,2015,San Diego,171.0,06/19/15 5:45 PM,06/17/15 5:03 PM,06/19/15 5:45PM,Unknown,0,0,32.9421,-116.8534
Triangle Fire,2015-06-18,2015,Mariposa,60.0,06/19/15 8:05 PM,06/18/15 12:03 PM,06/19/15 8:05PM,Unknown,0,0,,
Cook Fire,2015-06-18,2015,Yuba,158.0,06/22/15 11:45 AM,06/18/15 1:07 PM,06/22/15 11:45AM,CAL FIRE Live Fire Training Activity,0,0,39.2688,-121.26471
Collier Fire,2015-06-18,2015,San Joaquin,122.0,06/18/15 9:15 PM,06/18/15 2:09 PM,06/18/15 9:15PM,Unknown,0,0,,
Grapefruit Fire,2015-06-18,2015,Riverside,60.0,06/21/15 7:25 AM,06/18/15 2:16 PM,06/21/15 7:25AM,Unknown,0,0,,
Sky Fire,2015-06-18,2015,Madera,500.0,06/19/15 8:15 AM,06/18/15 2:31 PM,06/19/15 8:15AM,Unknown,0,0,,
Corrine Fire,2015-06-18,2015,Madera,920.0,06/25/15 6:45 PM,06/18/15 9:00 PM,06/25/15 6:45PM,Under Investigation,3,0,37.165767,-119.523943
Dixie Fire,2015-06-19,2015,Lassen,60.0,07/01/19 1:08 PM,06/19/15 4:15 PM,06/20/15 7:35PM,Unknown,0,0,40.875667,-121.033667
Washington Fire,2015-06-19,2015,Alpine,,06/22/15 12:05 PM,06/19/15 7:00 PM,06/22/15 12:05PM,Unknown,0,0,38.598056,-119.751944
Park Hill Fire,2015-06-20,2015,San Luis Obispo,1791.0,06/24/15 6:30 PM,06/20/15 2:41 PM,06/24/15 6:30PM,Vehicle,23,0,,
Red Fire,2015-06-21,2015,Madera,135.0,06/23/15 6:25 PM,06/21/15 12:08 PM,06/23/15 6:25PM,Unknown,0,0,37.072561,-119.6958
River Fire,2015-06-22,2015,Ventura,164.0,06/25/15 7:00 AM,06/22/15 7:00 AM,06/25/15 7:00AM,Unknown,0,0,,
Calgrove Fire,2015-06-24,2015,Los Angeles,415.0,06/26/15 5:00 PM,06/24/15 1:22 PM,06/26/15 5:00PM,Unknown,0,0,34.361007,-118.535793
Loma Fire,2015-06-24,2015,,533.0,06/25/15 9:00 AM,06/24/15 4:15 PM,06/25/15 9:00AM,Unknown,0,0,37.974123,-121.833751
Tesla Fire,2015-06-25,2015,Alameda,53.0,06/25/15 6:45 PM,06/25/15 4:10 PM,06/25/15 6:45PM,Unknown,0,0,,
Sterling Fire,2015-06-25,2015,San Bernardino,100.0,06/29/15 9:00 AM,06/25/15 6:30 PM,06/29/15 9:00AM,Unknown,0,0,34.165974,-117.243878
Otay Fire,2015-06-26,2015,San Diego,80.0,06/26/15 10:15 PM,06/26/15 4:06 PM,06/26/15 10:15PM,Unknown,0,0,32.6449163,-116.9454387
Pleasure Fire,2015-06-27,2015,Napa,19.0,06/28/15 6:00 PM,06/27/15 12:51 PM,06/28/15 6:00PM,Unknown,0,0,38.519132,-122.181878
Covelo Fire,2015-06-28,2015,Mendocino,35.0,06/29/15 7:15 AM,06/28/15 1:30 PM,06/29/15 7:15AM,Unknown,0,0,39.7806004,-123.248214
Mesa Fire,2015-06-29,2015,Santa Barbara,211.0,06/29/15 5:05 PM,06/29/15 1:11 PM,06/29/15 5:05PM,Unknown,0,0,,
Highway Fire,2015-06-30,2015,Santa Clara,42.0,07/03/15 5:55 PM,06/30/15 3:23 PM,07/03/15 5:55PM,Unknown,0,0,,
Shinn Fire,2015-06-30,2015,Lassen,111.0,07/03/15 6:00 PM,06/30/15 6:00 PM,07/03/15 6:00PM,Unknown,0,0,,
Webb Fire,2015-07-01,2015,Butte,75.0,07/01/15 8:20 PM,07/01/15 1:05 PM,07/01/15 8:20PM,Unknown,0,0,,
Merwin Fire,2015-07-01,2015,Riverside,150.0,07/04/15 1:00 PM,07/01/15 8:38 PM,07/04/15 1:00PM,Unknown,0,0,,
Ione Fire,2015-07-01,2015,Amador,355.0,07/02/15 6:36 AM,07/02/15 1:58 AM,07/02/15 6:36AM,Under Investigation,0,0,,
Geary Fire,2015-07-01,2015,Alameda,45.0,07/03/15 8:00 PM,07/02/15 4:40 AM,07/03/15 8:00PM,Unknown,0,0,,
Buckaroo Fire,2015-07-02,2015,El Dorado,25.0,07/05/15 11:30 AM,07/02/15 5:10 PM,07/05/15 11:30AM,Unknown,0,0,,
Ranch Fire,2015-07-03,2015,El Dorado,35.0,07/05/15 11:30 AM,07/03/15 9:28 AM,07/05/15 11:30AM,Unknown,0,0,,
Soda Fire,2015-07-04,2015,Mendocino,23.0,07/05/15 9:00 AM,07/04/15 3:30 PM,07/05/15 9:00AM,Unknown,0,0,39.0263,-123.303
Black Fire,2015-07-04,2015,Tehama,170.0,07/04/15 8:15 PM,07/04/15 4:33 PM,07/04/15 8:15PM,Unknown,0,0,39.8448,-122.3638
Sky Fire,2015-07-06,2015,Solano,150.0,07/08/15 8:45 PM,07/06/15 10:47 AM,07/08/15 8:45PM,Under Investigation,0,0,38.4113,-122.0789
Keswick Fire,2015-07-07,2015,Shasta,18.0,07/08/15 4:30 PM,07/07/15 12:34 PM,07/08/15 4:30PM,Human,0,0,40.5953,-122.4397
Mason Fire,2015-07-09,2015,Modoc,43.0,07/13/15 11:00 AM,07/09/15 3:00 PM,07/13/15 11:00AM,Unknown,0,0,,
Deer Fire,2015-07-10,2015,San Luis Obispo,95.0,07/15/15 7:00 AM,07/10/15 12:41 PM,07/15/15 7:00AM,Unknown,0,0,35.7183,-121.0157
Ascot Fire,2015-07-10,2015,Solano,40.0,07/10/15 5:00 PM,07/10/15 1:36 PM,07/10/15 5:00PM,Under Investigation,0,0,38.1029,-122.1578
Spider Fire,2015-07-12,2015,Riverside,21.0,07/12/15 7:48 PM,07/12/15 1:52 PM,07/12/15 7:48PM,Unknown,0,0,33.986204,-117.43942
